chapter,verse,question,answer
11,17,"What did he say","“Every kingdom divided against itself is laid waste, and a divided household falls”"
11,17,"What is laid waste","Every kingdom divided against itself"
11,17,"What falls","(A) Divided household"
11,18,"What do you say","That I cast out demons by Beelzebul"
11,18,"By whom do you say that I cast out demons","Beelzebul"
11,18,"Whom do you say I cast out by Beelzebul [OR What do you say I cast out by Beelzebul]","Demons"
11,19,"Who will they be","Your judges"
11,20,"If what has the kingdom of God come upon you (then)","It is by the finger of God that I cast out demons"
11,20,"What has come upon you if it is by the finger of God that I cast out demons","The kingdom of God"
11,21,"When are his goods safe","When a strong man, fully armed, guards his own palace"
11,21,"What does a strong man guard","His own palace"
11,21,"What are safe","His goods"
11,22,"When does he take away his armor (in which he trusted, and divide his spoil)","When one stronger than he attacks him and overcomes him"
11,22,"What does he take away","His armor (in which he trusted)"
11,22,"What does he divide","His spoil"
11,23,"Who is against me","Whoever is not with me"
11,23,"What is whoever is not with me","Against me"
11,23,"Who scatters","Whoever does not gather with me"
11,24,"When does it pass through waterless places seeking rest","When the unclean spirit has gone out of a person"
11,24,"Who has gone out of a person (passes through waterless places, says) [OR What has gone out of a person]","The unclean spirit"
11,24,"Out of whom has the unclean spirit gone","(A) Person"
11,24,"Through where does it pass","Waterless places"
11,24,"Seeking what does it pass through waterless places","Rest"
11,24,"Finding what does it say","None"
11,24,"What does it say","‘I will return to my house from which I came’"
11,24,"To where will I return [OR From where did I come]","My house (from which I came)"
11,25,"When does it find the house swept and put in order","When it comes"
11,25,"What does it find","The house (swept and put in order)"
11,25,"In what does it find the house put","Order"
11,26,"Whom does it bring (go and) [OR What does it bring]","Seven other spirits more evil than itself"
11,26,"What is worse than the first","The last state of that person"
11,26,"Of whom is the last state worse (than the first)","That person"
11,27,"As what did a woman raise her voice (in the crowd)","He said these things"
11,27,"What did he say","These things"
11,27,"Who raised her voice and said","(A) Woman in the crowd"
11,27,"What did a woman raise","Her voice"
11,27,"What did a woman say (raise her voice and)","“Blessed is the womb that bore you, and the breasts at which you nursed”"
11,27,"What is blessed [OR What bore you]","The womb (that bore you, the breasts at which you nursed)"
11,28,"What did he say","“Blessed rather are those who hear the word of God and keep it”"
11,28,"Who are blessed","Those who hear the word of God and keep it"
11,28,"What are those who hear the word of God and keep it","Blessed"
11,28,"What do those hear","The word of God"
11,29,"When did he begin to say","When the crowds were increasing"
11,29,"Who were increasing","The crowds"
11,29,"What were the crowds","Increasing"
11,29,"What did he begin to say","“This generation is an evil generation; It seeks for a sign, but no sign will be given to it except the sign of Jonah”"
11,29,"What is an evil generation (seeks for a sign)","This generation"
11,29,"For what does it seek","(A) Sign"
11,29,"What will be given to it","No sign (except the sign of Jonah)"
11,29,"Except what will no sign be given to it","The sign of Jonah"
11,30,"As what will the Son of Man be to this generation","Jonah became a sign to the people of Nineveh"
11,30,"Who became a sign (to the people of Nineveh)","Jonah"
11,30,"What did Jonah become","(A) Sign"
11,30,"To whom did Jonah become a sign","The people of Nineveh"
11,30,"Who will be (so)","The Son of Man"
11,30,"To whom will the Son of Man be (so)","This generation"
11,31,"Who will rise up (at the judgment)","The queen of the South"
11,31,"At what will the queen of the South rise up","The judgment"
11,31,"With whom will the queen of the South rise up (at the judgment)","The men of this generation"
11,31,"Why will the queen of the South rise up and condemn them (at the judgment with the men of this generation)","For she came from the ends of the earth to hear the wisdom of Solomon, and behold, something greater than Solomon is here"
11,31,"From where did she come","The ends of the earth"
11,31,"Why did she come (the queen of the South, from the ends of the earth)","To hear the wisdom of Solomon"
11,31,"What did she come to hear (from the ends of the earth)","The wisdom of Solomon"
11,31,"What is here","Something greater than Solomon"
11,32,"Who will rise up (at the judgment)","The men of Nineveh"
11,32,"At what will the men of Nineveh rise up","The judgment"
11,32,"With whom will the men of Nineveh rise up (at the judgment)","This generation"
11,32,"Why will the men of Nineveh rise up and condemn it (at the judgment with this generation)","For they repented at the preaching of Jonah, and behold, something greater than Jonah is here"
11,32,"At what did they repent","The preaching of Jonah"
11,32,"What is here","Something greater than Jonah"
11,33,"Who puts it in a cellar (or under a basket)","No one (after lighting a lamp)"
11,33,"After what does no one put it in a cellar (or under a basket)","Lighting a lamp"
11,33,"In what does no one put it","(A) Cellar"
11,33,"Under what does no one put it","(A) Basket"
11,33,"Why does no one put it in a cellar or under a basket, but on a stand","So that those who enter may see the light"
11,33,"Who may see the light","Those who enter"
11,33,"What may those who enter see","The light"
11,34,"What is the lamp of your body","Your eye"
11,34,"Of what is your eye the lamp","Your body"
11,34,"When is your whole body full of light","When your eye is healthy"
11,34,"What is full of light (when your eye is healthy) [OR What is full of darkness (when it is bad)]","Your whole body OR Your body"
11,34,"Of what is your body full","Light OR Darkness"
11,34,"When is your body full of darkness","When it is bad"
11,35,"Be what","Careful"
11,35,"Why be careful","Lest the light in you be darkness"
11,36,"If what will it be wholly bright","(If then) Your whole body is full of light, having no part dark"
11,36,"What will it be if your whole body is full of light (then)","Wholly bright"
11,36,"As when will it be wholly bright","(A) Lamp with its rays gives you light"
11,36,"What gives you light","(A) Lamp"
11,36,"With what does a lamp give you light","Its rays"
11,37,"When did a Pharisee ask him to dine with him","While Jesus was speaking"
11,37,"Who was speaking","Jesus"
11,37,"Who asked him to dine with him","(A) Pharisee"
11,37,"What did a Pharisee ask him","To dine with him"
11,37,"At what did he recline","Table"
11,37,"Why did he go in and recline at table","(A) Pharisee asked him to dine with him (so)"
11,38,"Who was astonished","The Pharisee"
11,38,"What was the Pharisee astonished to see","(That) He did not first wash before dinner"
11,38,"Before when did he not wash [OR When did he not wash]","First OR (Before) Dinner"
11,39,"Who said","The Lord"
11,39,"What did the Lord say","“Now you Pharisees cleanse the outside of the cup and of the dish, but inside you are full of greed and wickedness”"
11,39,"Who cleanse the outside (of the cup and of the dish)","You Pharisees"
11,39,"What do you Pharisees cleanse","The outside (of the cup and of the dish)"
11,39,"Where are you full of greed and wickedness","Inside"
11,39,"Of what are you full (inside)","Greed and wickedness"
11,39,"Of what do you cleanse the outside","The cup and the dish"
11,41,"As what give those things that are within","Alms"
11,41,"What give as alms","Those things that are within"
11,41,"What is clean for you","Everything"
11,42,"Woe to whom","You Pharisees"
11,42,"What do you tithe","Mint and rue and every herb"
11,42,"What do you neglect","Justice and the love of God"
11,42,"Without what ought you to have done these","(Without) Neglecting the others"
11,43,"Woe to whom","You Pharisees"
11,43,"What do you love","The best seat in the synagogues and greetings in the marketplaces"
11,43,"In where do you love the best seat","The synagogues"
11,43,"In where do you love greetings","The marketplaces"
11,44,"Like what are you","Unmarked graves"
11,44,"Who walk over them without knowing it","People"
11,44,"Without what do people walk over them","(Without) Knowing it"
11,45,"Who answered (him)","One of the lawyers"
11,45,"What did one of the lawyers answer","“Teacher, in saying these things you insult us also”"
11,45,"In what do you insult us also","Saying these things"
11,46,"What did he say","“Woe to you lawyers also; for you load people with burdens hard to bear, and you yourselves do not touch the burdens with one of your fingers”"
11,46,"Woe to whom [OR Who do not touch the burdens]","You lawyers (also) OR You yourselves"
11,46,"Whom do you load (with burdens hard to bear)","People"
11,46,"With what do you load people [OR What do you yourselves not touch]","Burdens (hard to bear)"
11,46,"With what do you yourselves not touch the burdens","One of your fingers"
11,47,"What do you build","The tombs of the prophets"
11,47,"Of whom do you build the tombs [OR Whom did your fathers kill]","The prophets"
11,47,"Who killed the prophets","Your fathers"
11,48,"What are you","Witnesses"
11,48,"To what do you consent","The deeds of your fathers"
11,48,"Why do you consent to the deeds of your fathers (are witnesses and)","For they killed them, and you build their tombs"
11,48,"What do you build","Their tombs"
11,49,"What said [OR Who said]","The Wisdom of God"
11,49,"What did the Wisdom of God say","‘I will send them prophets and apostles, some of whom they will kill and persecute’"
11,49,"Whom will I send them [OR Whom will they kill and persecute]","Prophets and apostles OR Some"
11,50,"What may be charged against this generation","The blood of all the prophets"
11,50,"Against whom may the blood of all the prophets be charged","This generation"
11,51,"Who perished between the altar and the sanctuary","Zechariah"
11,51,"Between what did Zechariah perish","The altar and the sanctuary"
11,51,"What will it be","Required (of this generation)"
11,51,"What do I tell you","Yes OR It will be required of this generation"
11,51,"Of whom will it be required","This generation"
11,52,"Woe to whom","You lawyers"
11,52,"Why woe to you lawyers","For you have taken away the key of knowledge"
11,52,"What have you taken away","The key of knowledge"
11,52,"Whom did you hinder","Those who were entering"
11,53,"As what did the scribes and the Pharisees begin to press him hard","He went away from there"
11,53,"Where did he go","Away from there"
11,53,"Who began to press him hard (and to provoke him to speak about many things)","The scribes and the Pharisees"
11,53,"How did the scribes and the Pharisees begin to press him","Hard"
11,53,"About what did the scribes and the Pharisees begin to provoke him to speak (began to press him hard and)","Many things"
11,54,"What might he say","Something"
12,1,"When did he begin to say to his disciples","First OR When so many thousands of the people had gathered together that they were trampling one another OR In the meantime"
12,1,"Who had gathered together","So many thousands of the people"
12,1,"Whom were they trampling","One another"
12,1,"To whom did he begin to say","His disciples"
12,1,"What did he begin to say (to his disciples first)","“Beware of the leaven of the Pharisees, which is hypocrisy”"
12,1,"Of what beware [OR What is hypocrisy]","The leaven of the Pharisees"
12,2,"What is covered up (that will not be revealed, or hidden that will not be known)","Nothing"
12,3,"What shall be heard in the light","Whatever you have said in the dark"
12,3,"In what shall whatever you have said in the dark be heard","The light"
12,3,"What shall be proclaimed on the housetops","What you have whispered in private rooms"
12,3,"On what shall what you have whispered in private rooms be proclaimed","The housetops"
12,4,"Whom do I tell","You, my friends"
12,4,"What do I tell you","Do not fear those who kill the body, and after that have nothing more that they can do"
12,4,"Whom do not fear","Those who kill the body, and after that have nothing more that they can do"
12,4,"Do not what","Fear those who kill the body, and after that have nothing more that they can do"
12,5,"What will I warn you","Whom to fear OR Fear him who, after he has killed, has authority to cast into hell"
12,5,"Fear whom","Him who, after he has killed, has authority to cast into hell"
12,6,"What is forgotten before God","Not one of them"
12,6,"Before whom is not one of them forgotten","God"
12,7,"What are even the hairs of your head","(All) Numbered"
12,7,"Of what are you","More value than many sparrows"
12,8,"What do I tell you","Everyone who acknowledges me before men, the Son of Man also will acknowledge before the angels of God"
12,8,"Whom will the Son of Man also acknowledge","Everyone who acknowledges me before men"
12,8,"Who will also acknowledge everyone who acknowledges me","The Son of Man"
12,8,"Before whom will the Son of Man also acknowledge everyone who acknowledges me","The angels of God"
12,9,"Who will be denied","The one who denies me before men"
12,9,"What will the one who denies me before men be","Denied (before the angels of God)"
12,9,"Before whom will the one who denies me before men be denied","The angels of God"
12,10,"Who will be forgiven","Everyone who speaks a word against the Son of Man"
12,10,"What will everyone who speaks a word against the Son of Man be [OR What will the one who blasphemes against the Holy Spirit not be]","Forgiven"
12,10,"Who will not be forgiven","The one who blasphemes against the Holy Spirit"
12,11,"When do not be anxious about how you should defend yourself or what you should say","When they bring you before the synagogues and the rulers and the authorities"
12,11,"Do not what","Be anxious"
12,11,"About what do not be anxious","How you should defend yourself or what you should say"
12,12,"Who will teach you what you ought to say (in that very hour)","The Holy Spirit"
12,12,"In when will the Holy Spirit teach you what you ought to say","That very hour"
12,12,"What will the Holy Spirit teach you","What you ought to say"
12,13,"Who said","Someone in the crowd"
12,13,"What did someone in the crowd say","“Teacher, tell my brother to divide the inheritance with me”"
12,13,"Tell whom (to divide the inheritance with me)","My brother"
12,13,"What tell my brother to divide","The inheritance"
12,14,"What did he say","“Man, who made me a judge or arbitrator over you”"
12,15,"What did he say","“Take care, and be on your guard against all covetousness, for one’s life does not consist in the abundance of his possessions”"
12,15,"Take what","Care"
12,15,"On what be","Your guard"
12,15,"Against what be on your guard","All covetousness"
12,15,"Why be on your guard against all covetousness","For one’s life does not consist in the abundance of his possessions"
12,15,"What does not consist in the abundance of his possessions","One’s life"
12,15,"In what does one’s life not consist","The abundance of his possessions"
12,16,"What did he tell them","(A) Parable"
12,16,"Saying what did he tell them a parable","“The land of a rich man produced plentifully”"
12,16,"What produced plentifully","The land of a rich man"
12,16,"How did the land of a rich man produce","Plentifully"
12,17,"What did he think (to himself)","‘What shall I do, for I have nowhere to store my crops’"
12,18,"What did he say","‘I will do this, I will tear down my barns and build larger ones, and there I will store all my grain and my goods’"
12,18,"What will I do","This OR I will tear down my barns and build larger ones, and there will store all my grain and my goods"
12,18,"What will I tear down","My barns"
12,18,"What will I build","Larger ones"
12,18,"What will I store","All my grain and my goods"
12,19,"To what will I say","My soul"
12,19,"What will I say (to my soul)","“Soul, you have ample goods laid up for many years; relax, eat, drink, be merry”"
12,19,"What do you have","Ample goods laid up for many years"
12,19,"For when do you have ample goods laid up","Many years"
12,19,"Be what","Merry"
12,20,"Who said","God"
12,20,"What did God say","‘Fool! This night your soul is required of you, and the things you have prepared, whose will they be’"
12,22,"To whom did he say","His disciples"
12,22,"What did he say","“Therefore I tell you, do not be anxious about your life, what you will eat, nor about your body, what you will put on”"
12,22,"What do I tell you","Do not be anxious about your life, what you will eat, nor about your body, what you will put on"
12,22,"Do not what","Be anxious"
12,22,"About what do not be anxious","Your life (what you will eat) OR Your body (what you will put on"
12,23,"What is more than food","Life"
12,23,"What is more than clothing","The body"
12,24,"Consider what","The ravens"
12,24,"What do they have","Neither storehouse nor barn"
12,24,"Who feeds them","God"
12,27,"Consider what [OR Like what was even Solomon not arrayed]","The lilies (how they grow) OR One of these"
12,27,"What do I tell you","Even Solomon in all his glory was not arrayed like one of these"
12,27,"Who was not arrayed like one of these","(Even) Solomon (in all his glory)"
12,27,"In what was even Solomon not arrayed like one of these","All his glory"
12,28,"Who so clothes the grass","God"
12,28,"What does God so clothe [OR What is alive in the field today, and tomorrow is thrown into the oven]","The grass"
12,28,"In what is the grass alive today","The field"
12,28,"When is the grass alive","Today"
12,28,"When is the grass thrown into the oven","Tomorrow"
12,28,"Into what is the grass thrown tomorrow","The oven"
12,29,"Do not what","Seek what you are to eat and what you are to drink (nor be worried)"
12,30,"Who seek after these things","All the nations of the world"
12,30,"After what do all the nations of the world seek","These things"
12,30,"Who knows that you need them","Your Father"
12,30,"What does your Father know","That you need them"
12,31,"Seek what","His kingdom"
12,31,"What will be added to you","These things"
12,32,"Why fear not","For it is your Father’s good pleasure to give you the kingdom"
12,32,"What is it your Father’s good pleasure to give you","The kingdom"
12,33,"Sell what","Your possessions"
12,33,"To whom give","The needy"
12,33,"With what provide yourselves","Moneybags that do not grow old OR With a treasure in the heavens that does not fail"
12,33,"Who approaches","No thief"
12,33,"What destroys","No moth"
12,34,"Where will your heart be also","Where your treasure is"
12,34,"What will be where your treasure is","Your heart (also)"
12,35,"For what stay dressed","Action"
12,35,"Keep what burning","Your lamps"
12,36,"Like whom be","Men who are waiting for their master to come home from the wedding feast"
12,36,"What may they open","The door"
12,36,"When may they open the door (to him)","When he comes and knocks OR At once"
12,37,"Who are blessed","Those servants whom the master finds awake when he comes"
12,37,"What are those servants whom the master finds awake when he comes","Blessed"
12,37,"How do I say to you","Truly"
12,37,"What do I say to you","He will dress himself for service and have them recline at table, and he will come and serve them"
12,37,"For what will he dress himself","Service"
12,37,"At what will he have them recline","Table"
12,38,"If what are those servants blessed","If he comes in the second watch, or in the third, and finds them awake"
12,38,"What are those servants","Blessed (if he comes in the second watch, or in the third, and finds them awake)"
12,38,"Who are blessed","Those servants (if he comes in the second watch, or in the third, and finds them awake)"
12,39,"Know what","This OR That if the master of the house had known at what hour the thief was coming, he would not have left his house to be broken into"
12,39,"If what would he not have left his house to be broken into","The master of the house had known at what hour the thief was coming"
12,39,"What would he not have left","His house (to be broken into)"
12,40,"What must you be","Ready (also)"
12,40,"Why must you be ready","For the Son of Man is coming at an hour you do not expect"
12,40,"Who is coming at an hour you do not expect","The Son of Man"
12,40,"At what is the Son of Man coming","(An)hour you do not expect"
12,41,"Who said","Peter"
12,41,"What did Peter say","“Lord, are you telling this parable for us or for all”"
12,42,"Who said","The Lord"
12,42,"What did the Lord say","“Who then is the faithful and wise manager, whom his master will set over his household, to give them their portion of food at the proper time”"
12,43,"What is that servant whom his master will find so doing when he comes","Blessed"
12,43,"Who is blessed","That servant whom his master will find so doing when he comes"
12,44,"How do I say to you","Truly"
12,44,"What do I say to you","He will set him over all his possessions"
12,44,"Over what will he set him","All his possessions"
12,45,"Who says","That servant"
12,45,"What does that servant say","‘My master is delayed in coming’"
12,45,"Who is delayed in coming","My master"
12,45,"What is my master","Delayed in coming"
12,46,"Who will come on a day when he does not expect him and at an hour he does not know (and will cut him in pieces and put him with the unfaithful)","The master of that servant"
12,46,"When will the master of that servant come","On a day when he does not expect him OR At an hour he does not know"
12,46,"In what will the master of that servant cut him","Pieces"
12,46,"With whom will the master of that servant put him","The unfaithful"
12,47,"Who will receive a severe beating","That servant who knew his master’s will but did not get ready or act according to his will"
12,47,"What will that servant receive","(A) Severe beating"
12,48,"Who will receive a light beating","The one who did not know, and did what deserved a beating"
12,48,"What will the one who did not know receive","(A) Light beating"
12,48,"Of whom will much be required","(Him) Everyone to whom much was given"
12,48,"From whom will they demand the more","Him to whom they entrusted much"
12,48,"What will be required","Much"
12,48,"What will they demand","The more"
12,49,"Why did I come","To cast fire on the earth"
12,49,"On what did I come to cast fire","The earth"
12,50,"What do I have","(A) Baptism to be baptized with"
12,52,"When will there be five divided","From now on"
12,52,"In what will there be five divided","One house"
12,52,"Who will there be (divided)","Five"
12,53,"What will they be","Divided"
12,54,"To whom did he say","The crowds"
12,54,"What did he say","“When you see a cloud rising in the west, you say at once, a shower is coming, and so it happens”"
12,54,"When do you say","When you see a cloud rising in the west OR At once"
12,54,"What do you see","(A) Cloud"
12,54,"In what do you see a cloud rising","The west"
12,54,"What do you say","‘A shower is coming’"
12,54,"What is coming","(A) Shower"
12,55,"When do you say","When you see the south wind blowing"
12,55,"What do you see","The south wind blowing"
12,55,"What do you say","‘There will be scorching heat’"
12,55,"What will there be","Scorching heat"
12,58,"As what make an effort to settle with him on the way","You go with your accuser before the magistrate"
12,58,"With whom do you go","Your accuser"
12,58,"Before whom do you go","The magistrate"
12,58,"Make what","(An)effort to settle with him on the way"
12,58,"Why make an effort to settle with him on the way","Lest he drag you to the judge, and the judge hand you over to the officer, and the officer put you in prison"
12,59,"What do I tell you","You will never get out until you have paid the very last penny"
12,59,"Until when will you never get out","You have paid the very last penny"
13,1,"Who were there present","Some who told him about the Galileans whose blood Pilate had mingled with their sacrifices"
13,1,"At when were there some present","That very time"
13,2,"What did he answer","“Do you think that these Galileans were worse sinners than all the other Galileans, because they suffered in this way”"
13,3,"What do I tell you","No OR Unless you repent, you will all likewise perish"
13,3,"Unless what will you all likewise perish","You repent"
13,5,"What do I tell you","No OR Unless you repent, you will all likewise perish"
13,5,"Unless what will you all likewise perish","You repent"
13,6,"What did he tell","This parable OR “A man had a fig tree planted in his vineyard, and he came seeking fruit on it and found none”"
13,6,"Who had a fig tree planted (came seeking fruit)","(A) Man"
13,6,"What did a man have planted","(A) Fig tree"
13,6,"In what did a man have a fig tree planted","His vineyard"
13,6,"What did he come seeking","Fruit"
13,6,"What did he find","None"
13,7,"To whom did he say","The vinedresser"
13,7,"What did he say","‘Look, for three years now I have come seeking fruit on this fig tree, and I find none. Cut it down. Why should it use up the ground’"
13,7,"For when have I come seeking fruit on this fig tree","Three years (now)"
13,7,"Seeking what have I come for three years now","Fruit"
13,7,"What do I find","None"
13,8,"What did he answer","‘Sir, let it alone this year also, until I dig around it and put on manure’"
13,8,"When let it alone","This year (also) OR Until I dig around it and put on manure"
13,10,"In where was he teaching","One of the synagogues"
13,10,"On when was he teaching in one of the synagogues","The Sabbath"
13,11,"Who was there","(A) Woman who had had a disabling spirit"
13,11,"Whom had a woman had","(A) Disabling spirit"
13,11,"For when had a woman had a disabling spirit","Eighteen years"
13,11,"What was she","Bent over"
13,11,"How could she not straighten herself","Fully"
13,12,"When did he call her over and say","When Jesus saw her"
13,12,"Who saw her (called her over and said)","Jesus"
13,12,"What did he say","“Woman, you are freed from your disability”"
13,12,"What are you","Freed (from your disability)"
13,12,"From what are you freed","Your disability"
13,13,"What did he lay on her","His hands"
13,13,"How was she made straight [OR When was she made straight]","Immediately"
13,13,"Whom did she glorify","God"
13,14,"Who said","The ruler of the synagogue"
13,14,"Who had healed on the Sabbath","Jesus"
13,14,"On when had Jesus healed","The Sabbath"
13,14,"To whom did the ruler of the synagogue say","The people"
13,14,"What did the ruler of the synagogue say","“There are six days in which work ought to be done. Come on those days and be healed, and not on the Sabbath day”"
13,15,"Who answered","The Lord"
13,15,"What did the Lord answer","“You hypocrites! Does not each of you on the Sabbath untie his ox or his donkey from the manger and lead it away to water it”"
13,17,"As what were all his adversaries put to shame","He said these things"
13,17,"What did he say","These things"
13,17,"Who were put to shame","All his adversaries"
13,17,"To what were all his adversaries put","Shame"
13,17,"Who rejoiced","All the people"
13,17,"At what did all the people rejoice","All the glorious things that were done by him"
13,18,"What did he say","“What is the kingdom of God like, and to what shall I compare it”"
13,19,"Like what is it","(A) Grain of mustard seed that a man took and sowed in his garden"
13,19,"What did it become","(A) Tree"
13,19,"What made nests in its branches","The birds of the air"
13,19,"In what did the birds of the air make nests","Its branches"
13,20,"What did he say","“To what shall I compare the kingdom of God”"
13,21,"Like what is it","Leaven that a woman took and hid in three measures of flour"
13,22,"On where did he go","His way"
13,22,"Through where did he go","Towns and villages"
13,23,"Who said","Someone"
13,23,"What did someone say","“Lord, will those who are saved be few”"
13,24,"Through what strive to enter","The narrow door"
13,24,"Who will seek to enter and will not be able","Many"
13,24,"Why strive to enter through the narrow door","For many will seek to enter and will not be able (I tell you)"
13,24,"What do I tell you","Many will seek to enter and will not be able"
13,25,"When will he answer","When once the master of the house has risen and shut the door and you begin to stand outside and to knock at the door, saying, “Lord, open to us.”"
13,25,"Who has risen and shut the door","The master of the house"
13,25,"What has the master of the house shut","The door"
13,25,"At what do you begin to knock","The door"
13,25,"Saying what do you begin to knock at the door","‘Lord, open to us’"
13,25,"What will he answer","‘I do not know where you come from’"
13,25,"What do I not know","Where you come from"
13,26,"What will you begin to say","‘We ate and drank in your presence, and you taught in our streets’"
13,26,"In where did we eat and drink","Your presence"
13,26,"In where did you teach","Our streets"
13,27,"What will he say","‘I tell you, I do not know where you come from. Depart from me, all you workers of evil”"
13,27,"What do I tell you","I do not know where you come from"
13,27,"What do I not know","Where you come from"
13,27,"Who depart from me","All you workers of evil"
13,28,"In where will there be weeping and gnashing of teeth","That place"
13,28,"What will there be","Weeping and gnashing of teeth"
13,28,"When will there be weeping and gnashing of teeth","When you see Abraham and Isaac and Jacob and all the prophets in the kingdom of God but you yourselves cast out"
13,29,"Who will come from east and west and from north and south (and recline at table)","People"
13,29,"From where will people come","East and west OR North and south"
13,29,"At what will people recline","Table"
13,29,"In what will people recline at table","The kingdom of God"
13,30,"Who are last [OR Who will be first OR Who are first OR Who will be last]]","Some"
13,30,"What are some [OR What will some be]","Last OR First"
13,31,"At when did some Pharisees come and say","That very hour"
13,31,"Who came and said","Some Pharisees"
13,31,"What did some Pharisees say","“Get away from here, for Herod wants to kill you”"
13,31,"Get where","Away from here"
13,31,"Why get away from here","For Herod wants to kill you"
13,31,"Who wants to kill you","Herod"
13,31,"What does Herod want","To kill you"
13,32,"What did he say","“Go and tell that fox, behold, I cast out demons and perform cures today and tomorrow, and the third day I finish my course”"
13,32,"Tell whom","That fox"
13,32,"What tell that fox","‘Behold, I cast out demons and perform cures today and tomorrow, and the third day I finish my course’"
13,32,"Whom do I cast out","Demons"
13,32,"What do I perform","Cures"
13,32,"When do I cast out demons and perform cures","Today and tomorrow"
13,32,"When do I finish my course","The third day"
13,32,"What do I finish","My course"
13,33,"On what must I go","My way"
13,33,"When must I go on my way","Today and tomorrow and the day following"
13,33,"Why must I go on my way today and tomorrow and the day following","For it cannot be that a prophet should perish away from Jerusalem"
13,34,"Whom would I have gathered (together)","Your children"
13,34,"As what would I have gathered your children together","(A) Hen gathers her brood under her wings"
13,34,"What gathers her brood under her wings","(A) Hen"
13,34,"Under what does a hen gather her brood","Her wings"
13,34,"What were you","Not willing"
13,35,"What is forsaken","Your house"
13,35,"What do I tell you","You will not see me until you say ‘Blessed is he who comes in the name of the Lord’"
13,35,"Until when will you not see me","You say, ‘Blessed is he who comes in the name of the Lord’"
13,35,"Who is blessed","He who comes in the name of the Lord"
14,1,"When were they watching him carefully","One Sabbath OR When he went to dine at the house of a ruler of the Pharisees"
14,1,"At where did he go to dine","The house of a ruler of the Pharisees"
14,1,"Why did he go","To dine (at the house of a ruler of the Pharisees)"
14,1,"How were they watching him","Carefully"
14,2,"Who was there","(A) Man who had dropsy"
14,3,"Who responded (saying)","Jesus"
14,3,"To whom did Jesus respond","The lawyers and Pharisees"
14,3,"Saying what did Jesus respond","“Is it lawful to heal on the Sabbath, or not”"
14,4,"What did they remain","Silent"
14,4,"Where did he send him","Away"
14,5,"What did he say","“Which of you, having a son or an ox that has fallen into a well on a Sabbath day, will not immediately pull him out”"
14,6,"To what could they not reply","These things"
14,7,"What did he tell","(A) Parable"
14,7,"To whom did he tell a parable","Those who were invited"
14,7,"When did he tell a parable to those who were invited","When he noticed how they chose the places of honor"
14,7,"What did he notice","How they chose the places of honor"
14,7,"What did they choose","The places of honor"
14,8,"When do not sit down in a place of honor","When you are invited by someone to a wedding feast"
14,8,"Do not what","Sit down in a place of honor"
14,8,"In what do not sit down","(A) Place of honor"
14,8,"Why do not sit down in a place of honor","Lest someone more distinguished than you be invited by him"
14,9,"Who will come and say","He who invited you both"
14,9,"What will he who invited you both come and say","‘Give your place to this person’"
14,9,"With what will you begin to take the lowest place","Shame"
14,9,"What will you begin to take","The lowest place"
14,10,"When go and sit in the lowest place","When you are invited"
14,10,"In what go and sit","The lowest place"
14,10,"Why go and sit in the lowest place","So that when your host comes he may say to you, ‘Friend, move up higher’"
14,10,"When may he say to you (friend, move up higher)","When your host comes"
14,10,"What may he say","‘Friend, move up higher’"
14,10,"Move where","Up higher"
14,10,"Who move up higher","Friend"
14,10,"What will you be","Honored"
14,10,"In what will you be honored","The presence of all who sit at table with you"
14,11,"Who will be humbled","Everyone who exalts himself"
14,11,"What will everyone who exalts himself be","Humbled"
14,11,"Who will be exalted","He who humbles himself"
14,11,"What will he who humbles himself be","Exalted"
14,12,"To whom did he say","The man who had invited him"
14,12,"What did he say","“When you give a dinner or a banquet, do not invite your friends OR your brothers or your relatives or rich neighbors, lest they also invite you in return and you be repaid”"
14,12,"When do not invite your friends (or your brothers, relatives, rich neighbors)","When you give a dinner or a banquet"
14,12,"Do not what","Invite your friends or your brothers or your relatives or rich neighbors"
14,12,"Whom do not invite","Your friends or your brothers or your relatives or rich neighbors"
14,12,"Why do not invite your friends (or your brothers, relatives, rich neighbors)","Lest they also invite you in return and you be repaid"
14,13,"When invite the poor (the crippled, the lame, the blind)","When you give a feast"
14,13,"Invite whom","The poor, the crippled, the lame, the blind"
14,14,"What will you be","Blessed OR Repaid"
14,14,"Why will you be blessed","Because they cannot repay you OR For you will be repaid at the resurrection of the just"
14,14,"At what will you be repaid","The resurrection of the just"
14,15,"When did he say","When one of those who reclined at table with him heard these things"
14,15,"What did one of those who reclined at table with him hear","These things"
14,15,"What did he say","“Blessed is everyone who will eat bread in the kingdom of God”"
14,15,"What is everyone who will eat bread in the kingdom of God","Blessed"
14,15,"Who is blessed","Everyone who will eat bread in the kingdom of God"
14,16,"What did he say","“A man once gave a great banquet and invited many”"
14,16,"Who gave a great banquet and invited many (once)","(A) Man"
14,16,"When did a man give a great banquet and invite many","Once"
14,16,"What did a man give (once)","(A) Great banquet"
14,16,"Whom did a man invite","Many"
14,17,"At when did he send his servant","The time for the banquet"
14,17,"Whom did he send","His servant"
14,17,"Why did he send his servant","To say to those who had been invited, ‘Come, for everything is now ready’"
14,17,"To whom did he send his servant to say","Those who had been invited"
14,17,"What did he send his servant to say","‘Come, for everything is now ready’"
14,17,"Why come","For everything is now ready"
14,17,"What is ready","Everything"
14,17,"When is everything ready","Now"
